GeneID	Common name	chrom	Strand	TSS	TTS	
YBR263W	"SHM1, TMP3, SHMT1"	chrII	+	736201	737801	
YBR264C	YPT10	chrII	-	738405	737790	
YBR265W	TSC10	chrII	+	738537	739681	
YBR267W	REI1	chrII	+	739801	741113	
YBR268W	"MRPL37, YmL37"	chrII	+	741265	741609	
SUT022		chrII	+	741829	742005	
YBR269C		chrII	-	742605	742141	
YBR270C		chrII	-	744740	742589	
YBR271W		chrII	+	744817	746265	
YBR272C	HSM3	chrII	-	747829	746205	
YBR273C	"UBX7, CUI3"	chrII	-	749405	748013	
YBR274W	CHK1	chrII	+	749537	751217	
YBR275C	RIF1	chrII	-	757205	752189	
anti-YBR276C-2		chrII	+	757424	757639	
YBR276C	PPS1	chrII	-	760163	757988	
YBR278W	DPB3	chrII	+	760248	760984	
YBR279W	PAF1	chrII	+	761216	762624	
YBR280C		chrII	-	765108	762804	
YBR281C		chrII	-	767652	765092	
YBR282W	"MRPL27, YmL27"	chrII	+	768200	768648	
YBR283C	SSH1	chrII	-	770572	768788	
YBR284W		chrII	+	771137	773810	
YBR285W		chrII	+	773820	774534	
YBR286W	"APE3, APY1"	chrII	+	774656	776344	
YBR287W		chrII	+	776488	777848	
YBR288C	"APM3, YKS6"	chrII	-	779508	778028	
YBR289W	"SNF5, TYE4, SWI10, HAF4"	chrII	+	779640	780328	
YBR290W	BSD2	chrII	+	782552	783680	
YBR291C	CTP1	chrII	-	784636	783604	
CUT039		chrII	+	785052	785372	
SUT023		chrII	+	785452	786476	
Unit023		chrII	-	786290	785855	
SUT451		chrII	-	786873	786480	
YBR293W	VBA2	chrII	+	787073	788577	
YBR294W	"SUL1, SFP2"	chrII	+	789133	791992	
anti017		chrII	-	792069	789204	
YBR295W	"PCA1, PAY2, CAD2"	chrII	+	792802	796186	
YBR296C	"PHO89, ITN1"	chrII	-	798590	796518	
Unit050		chrII	+	799301	800529	
SUT454		chrII	-	800066	799306	
YBR296C-A		chrII	-	800344	799945	
YBR297W	"MAL33, MAL3R"	chrII	+	800474	802154	
anti-YBR298C		chrII	+	802264	802642	
YBR298C	"MAL31, MAL3T"	chrII	-	804894	802598	
Unit027		chrII	-	804901	804534	
YBR299W	"MAL32, MAL3S"	chrII	+	805249	807283	
YBR298C-A		chrII	-	805358	804857	
YBR301W	DAN3	chrII	+	808955	809597	
YBR302C	COS2	chrII	-	811581	810162	
YCL073C		chrIII	-	8428	6301	
Unit064		chrIII	+	8634	9327	
Unit052		chrIII	-	8703	8354	
YCL069W	VBA3	chrIII	+	9604	11260	
YCL068C		chrIII	-	12387	11325	
YCL067C	"HMLALPHA2, ALPHA2"	chrIII	-	13120	12208	
YCL066W	"HMLALPHA1, ALPHA1"	chrIII	+	13180	13987	
YCL064C	CHA1	chrIII	-	16937	15745	
YCL063W	VAC17	chrIII	+	17237	18589	
YCL061C	"MRC1, YCL060C"	chrIII	-	22185	18721	
YCL059C	KRR1	chrIII	-	23425	22321	
YCL058W-A		chrIII	+	23482	24103	
YCL057C-A		chrIII	-	24427	23854	
YCL057W	PRD1	chrIII	+	24741	27037	
YCL056C		chrIII	-	27569	26977	
YCL055W	KAR4	chrIII	+	27893	28949	
CUT460		chrIII	-	29109	28613	
CUT461		chrIII	-	30405	29909	
Unit065		chrIII	+	31015	31214	
CUT462		chrIII	-	31189	30845	
YCL054W	SPB1	chrIII	+	31429	34045	
YCL052C	PBN1	chrIII	-	35457	34129	
YCL051W	LRE1	chrIII	+	35557	37629	
YCL050C	"APA1, DTP1"	chrIII	-	38873	38225	
CUT040		chrIII	+	39049	39425	
anti018		chrIII	+	39724	40653	
YCL049C		chrIII	-	40801	39737	
YCL048W-A		chrIII	+	41386	41905	
Unit055		chrIII	-	41945	41840	
YCL048W	SPS22	chrIII	+	42063	43734	
YCL047C		chrIII	-	44457	43578	
YCL045C		chrIII	-	46969	44569	
YCL044C	MGR1	chrIII	-	48425	47001	
YCL043C	"PDI1, TRG1, MFP1"	chrIII	-	50281	48889	
YCL042W		chrIII	+	50482	51121	
YCL040W	"GLK1, HOR3"	chrIII	+	50781	52117	
YCL039W	"GID7, MOH2"	chrIII	+	52501	54956	
YCL038C	"ATG22, AUT4"	chrIII	-	56625	54937	
Unit066		chrIII	+	56887	57298	
YCL037C	SRO9	chrIII	-	58753	57249	
YCL036W	GFD2	chrIII	+	58949	60725	
YCL035C	GRX1	chrIII	-	61241	60793	
YCL034W	LSB5	chrIII	+	61605	62741	
YCL033C	MSRB	chrIII	-	63321	62905	
YCL032W	STE50	chrIII	+	63397	64533	
YCL031C	RRP7	chrIII	-	65617	64569	
YCL030C	HIS4	chrIII	-	68393	65833	
CUT041		chrIII	+	68881	69425	
YCL029C	"BIK1, PAC14, ARM5"	chrIII	-	69985	68377	
YCL028W	"RNQ1, [PIN(+)]"	chrIII	+	70077	71365	
YCL027W	FUS1	chrIII	+	71757	73029	
YCL026C-B	YCL027C-A	chrIII	-	74088	73227	
YCL026C-A	"FRM2, YCLX08C"	chrIII	-	75387	74526	
anti-YCL025C		chrIII	+	77718	78003	
YCL025C	"AGP1, YCC5"	chrIII	-	78009	76002	
YCL024W	KCC4	chrIII	+	79093	82317	
YCL021W-A		chrIII	+	83518	84175	
YCL018W	LEU2	chrIII	+	91181	92493	
YCL017C	"NFS1, SPL1"	chrIII	-	94385	92721	
YCL016C	DCC1	chrIII	-	95857	94465	
YCL014W	"BUD3, YCL012W"	chrIII	+	96173	101292	
YCL012C	YCL011C-A	chrIII	-	101890	101139	
YCL011C	"GBP2, RLF6"	chrIII	-	103417	101985	
YCL010C	SGF29	chrIII	-	104401	103401	
YCL009C	ILV6	chrIII	-	105585	104625	
SUT027		chrIII	+	106258	106402	
YCL008C	"STP22, VPS23"	chrIII	-	106881	105569	
YCL005W-A	"VMA9, LDB10, CWH36"	chrIII	+	106921	107595	
YCL005W	LDB16	chrIII	+	107965	108757	
YCL004W	"PGS1, YCL003W, PEL1"	chrIII	+	108741	111118	
YCL002C		chrIII	-	111739	110657	
YCL001W	RER1	chrIII	+	111839	112519	
YCL001W-A		chrIII	+	112978	113719	
YCL001W-B		chrIII	+	113668	114202	
anti019		chrIII	-	114283	113306	
SUT028		chrIII	+	114564	115012	
Unit067		chrIII	+	116420	116842	
SUT456		chrIII	-	117288	115440	
YCR002C	CDC10	chrIII	-	118411	117395	
YCR003W	"MRPL32, YmL32"	chrIII	+	118591	119263	
CUT463		chrIII	-	119376	119144	
CUT043		chrIII	+	120476	121084	
YCR004C	YCP4	chrIII	-	120515	119419	
YCR005C	CIT2	chrIII	-	122395	120875	
SUT030		chrIII	+	123308	124068	
Unit068		chrIII	+	125579	126006	
YCR007C		chrIII	-	126371	125947	
YCR008W	"SAT4, HAL4"	chrIII	+	127992	130255	
CUT464		chrIII	-	130456	130072	
YCR009C	"RVS161, SPE161, FUS7, END6"	chrIII	-	131627	130587	
CUT044		chrIII	+	131828	132244	
YCR010C	"ADY2, ATO1"	chrIII	-	133226	132095	
YCR011C	ADP1	chrIII	-	137011	133659	
YCR012W	PGK1	chrIII	+	137663	139071	
anti-YCR013C-2		chrIII	+	139037	139140	
CUT045		chrIII	+	139308	139988	
YCR014C	"POL4, POLX"	chrIII	-	141035	139007	
YCR015C		chrIII	-	142275	139011	
YCR016W		chrIII	+	143591	144415	
YCR017C	CWH43	chrIII	-	147675	144563	
anti020		chrIII	+	147894	148375	
CUT465		chrIII	-	148080	147784	
YCR018C	SRD1	chrIII	-	149005	148060	
YCR019W	MAK32	chrIII	+	152695	153903	
YCR020C	"PET18, HIT2"	chrIII	-	155123	154587	
YCR020C-A	"MAK31, SMX1, LSM9"	chrIII	-	155123	154587	
YCR020W-B	HTL1	chrIII	+	155218	155734	
YCR021C	"HSP30, YRO1"	chrIII	-	157221	156021	
Unit058		chrIII	-	157411	157141	
SUT032		chrIII	+	157726	159262	
YCR023C		chrIII	-	160453	158285	
YCR024C	SLM5	chrIII	-	162421	160821	
YCR024C-B		chrIII	-	162967	162421	
YCR024C-A	PMP1	chrIII	-	163285	162653	
CUT047		chrIII	+	163926	164318	
YCR026C	NPP1	chrIII	-	166421	164005	
YCR027C	"RHB1, RSG1"	chrIII	-	168189	167301	
Unit070		chrIII	+	168724	169013	
Unit071		chrIII	+	169032	169503	
anti-YCRWdelta11		chrIII	-	169928	169734	
Unit059		chrIII	-	170437	170134	
YCR028C	FEN2	chrIII	-	172541	170205	
YCR028C-A	RIM1	chrIII	-	173542	172772	
SUT033		chrIII	+	173646	175710	
YCR030C	"SYP1, YCR029C-A"	chrIII	-	176501	173741	
Unit072		chrIII	+	176592	176934	
SUT457		chrIII	-	176946	176602	
YCR031C	"RPS14A, RPL59, CRY1"	chrIII	-	178261	178205	
YCR032W	BPH1	chrIII	+	179418	186201	
YCR033W	SNT1	chrIII	+	186265	190321	
YCR034W	"FEN1, VBM2, GNS1, ELO2"	chrIII	+	190537	191761	
YCR035C	RRP43	chrIII	-	193045	191821	
YCR036W	RBK1	chrIII	+	193257	194065	
YCR037C	PHO87	chrIII	-	197221	194397	
YCR038C	BUD5	chrIII	-	199541	197653	
YCR039C	"MATALPHA2, ALPHA2"	chrIII	-	200280	199368	
YCR040W	"MATALPHA1, ALPHA1"	chrIII	+	200340	201147	
anti022		chrIII	+	202720	204697	
YCR042C	"TAF2, TafII150, TSM1, TAF150"	chrIII	-	205429	201085	
SUT035		chrIII	+	205766	205942	
YCR043C		chrIII	-	206701	206181	
SUT036		chrIII	+	206830	208046	
YCR044C	"PER1, COS16"	chrIII	-	207981	207077	
YCR045C		chrIII	-	209712	207957	
YCR046C	IMG1	chrIII	-	210525	209736	
YCR047C	BUD23	chrIII	-	211653	209885	
YCR048W	"ARE1, SAT2"	chrIII	+	211873	213833	
YCR050C		chrIII	-	213874	213286	
YCR051W		chrIII	+	214041	214793	
YCR052W	RSC6	chrIII	+	214777	216457	
YCR053W	THR4	chrIII	+	216617	218065	
YCR054C	CTR86	chrIII	-	220237	219117	
YCR057C	"PWP2, UTP1, YCR058C, YCR055C"	chrIII	-	223330	220279	
SUT037		chrIII	+	223502	224214	
YCR059C	YIH1	chrIII	-	224277	220341	
YCR060W	TAH1	chrIII	+	224377	224769	
YCR061W	YCR062W	chrIII	+	225505	227697	
SUT458		chrIII	-	227890	225274	
YCR063W	"BUD31, CWC14"	chrIII	+	228281	229193	
YCR065W	HCM1	chrIII	+	229177	231161	
YCR066W	RAD18	chrIII	+	231449	232985	
YCR067C	SED4	chrIII	-	236421	233109	
YCR068W	"ATG15, CVT17, AUT5"	chrIII	+	237057	238897	
CUT467		chrIII	-	238706	238018	
YCR069W	"CPR4, SCC3, YCR070W, CYP4"	chrIII	+	238881	240105	
YCR071C	IMG2	chrIII	-	240589	240069	
YCR072C	RSA4	chrIII	-	242389	240805	
SUT038		chrIII	+	242597	244125	
YCR073C	SSK22	chrIII	-	246692	242373	
YCR073W-A	"SOL2, YCRX13W"	chrIII	+	246861	248088	
YCR075C	ERS1	chrIII	-	248868	248108	
YCR075W-A		chrIII	+	248873	249380	
YCR076C		chrIII	-	250388	250036	
YCR077C	"PAT1, MRT1"	chrIII	-	252668	250372	
YCR079W		chrIII	+	252792	254208	
YCR081W	"SRB8, MED12, YCR080W, SSN5, NUT6, GIG1"	chrIII	+	254192	258848	
YCR082W	AHC2	chrIII	+	258832	259376	
anti-YCR082W		chrIII	-	259422	259264	
YCR083W	TRX3	chrIII	+	259544	259984	
YCR084C	"TUP1, UMR7, SFL2, ROX4, FLK1, CYC9, CRT4, AMM1, AER2, AAR1"	chrIII	-	262716	260132	
YCR086W	CSM1	chrIII	+	263288	264216	
YCR087C-A		chrIII	-	264569	263828	
YCR088W	ABP1	chrIII	+	265016	266944	
YCR089W	FIG2	chrIII	+	267256	272272	
YCR090C		chrIII	-	272899	272244	
YCR091W	KIN82	chrIII	+	274264	277152	
YCR092C	MSH3	chrIII	-	279852	276732	
YCR093W	"CDC39, SMD6, ROS1, NOT1"	chrIII	+	280024	283224	
YCR094W	CDC50	chrIII	+	286696	288080	
YCR095C		chrIII	-	289316	288180	
YCR095W-A		chrIII	+	289537	289975	
YCR096C	"HMRA2, A2"	chrIII	-	293640	293001	
YCR097W	"HMRA1, YCR097WB"	chrIII	+	293733	294499	
YCR098C	GIT1	chrIII	-	298628	297052	
SUT040		chrIII	+	298645	299525	
YCR099C		chrIII	-	301401	300654	
YCR100C		chrIII	-	302323	301093	
YCR101C		chrIII	-	303075	300684	
anti-YCR102C		chrIII	+	303855	304369	
YCR102C		chrIII	-	305569	304183	
YCR104W	PAU3	chrIII	+	307699	308353	
YCR105W	"ADH7, ADHVII"	chrIII	+	308968	310333	
anti024		chrIII	-	309964	308427	
YCR106W	RDS1	chrIII	+	310928	313072	
YCR107W	AAD3	chrIII	+	313788	315159	
YCR108C		chrIII	-	316290	315819	
YDL248W	COS7	chrIV	+	1700	3131	
YDL247W	MPH2	chrIV	+	5883	7992	
YDL246C	SOR2	chrIV	-	9858	8505	
YDL245C	HXT15	chrIV	-	13462	11479	
YDL244W	THI13	chrIV	+	16102	17404	
YDL243C	AAD4	chrIV	-	18668	17399	
Unit074		chrIV	-	20108	19550	
YDL241W		chrIV	+	20173	21245	
CUT468		chrIV	-	22453	21869	
YDL240W	LRG1	chrIV	+	22661	25909	
YDL239C	ADY3	chrIV	-	28877	26225	
YDL238C	GUD1	chrIV	-	30489	27009	
YDL237W		chrIV	+	30613	31909	
CUT469		chrIV	-	32045	31717	
YDL236W	PHO13	chrIV	+	32237	33413	
YDL235C	YPD1	chrIV	-	34048	33281	
YDL234C	GYP7	chrIV	-	36608	34112	
YDL233W		chrIV	+	36756	38292	
YDL232W	OST4	chrIV	+	38452	38812	
YDL231C	BRE4	chrIV	-	42368	40416	
YDL230W	PTP1	chrIV	+	42652	43716	
YDL229W	"SSB1, YG101"	chrIV	+	43963	46084	
YDL227C	HO	chrIV	-	48080	46312	
YDL226C	GCS1	chrIV	-	52200	50912	
YDL225W	"SHS1, 7-Sep"	chrIV	+	52380	54187	
YDL224C	WHI4	chrIV	-	56728	54248	
CUT049		chrIV	+	57032	57336	
SUT041		chrIV	+	59128	60696	
YDL223C	HBT1	chrIV	-	60507	57087	
YDL222C	FMP45	chrIV	-	61903	60694	
YDL220C	"CDC13, EST4"	chrIV	-	65040	60952	
YDL219W	DTD1	chrIV	+	65188	65308	
YDL218W		chrIV	+	66391	67624	
YDL217C	TIM22	chrIV	-	68776	67728	
YDL216C	"RRI1, JAB1, CSN5"	chrIV	-	70576	68760	
CUT050		chrIV	+	73600	74784	
YDL215C	"GDH2, GDHB, GDH-B"	chrIV	-	74031	73344	
YDL214C	PRR2	chrIV	-	76647	74268	
YDL213C	NOP6	chrIV	-	77992	77216	
YDL212W	"SHR3, APF1"	chrIV	+	78356	79092	
YDL211C		chrIV	-	80488	79336	
SUT042		chrIV	+	80712	82584	
YDL210W	UGA4	chrIV	+	84168	86163	
YDL209C	"CWC2, NTC40"	chrIV	-	87256	86152	
YDL208W	NHP2	chrIV	+	87468	88076	
YDL207W	"GLE1, BRR3, RSS1"	chrIV	+	88204	89932	
CUT471		chrIV	-	89844	89524	
YDL206W		chrIV	+	90020	91931	
YDL205C	HEM3	chrIV	-	94023	92576	
YDL204W	RTN2	chrIV	+	94108	95788	
YDL203C		chrIV	-	98144	96080	
YDL202W	"MRPL11, YmL11"	chrIV	+	98372	99324	
CUT472		chrIV	-	99316	98860	
YDL201W	TRM8	chrIV	+	99492	100452	
YDL200C	"MGT1, MGMT"	chrIV	-	101169	100323	
YDL199C		chrIV	-	103728	101104	
YDL198C	"GGC1, YHM1"	chrIV	-	104664	103712	
YDL197C	ASF2	chrIV	-	106960	104648	
YDL195W	"SEC31, WEB1"	chrIV	+	107084	108948	
YDL194W	SNF3	chrIV	+	111478	114412	
YDL193W		chrIV	+	114564	116004	
CUT473		chrIV	-	116100	115164	
YDL192W	ARF1	chrIV	+	116228	117124	
YDL191W	"RPL35A, SOS1"	chrIV	+	117604	117667	
YDL190C	UFD2	chrIV	-	121792	118664	
Unit118		chrIV	+	121980	122175	
YDL189W	RBS1	chrIV	+	122180	123612	
YDL188C	"PPH22, PPH2"	chrIV	-	125184	123816	
YDL186W		chrIV	+	125514	126627	
YDL185W	"TFP1, VMA1, CLS8"	chrIV	+	126668	130092	
YDL184C	"RPL41A, RPL47A"	chrIV	-	130552	130192	
YDL183C		chrIV	-	131920	130752	
CUT474		chrIV	-	132644	132316	
YDL182W	LYS20	chrIV	+	133335	134901	
YDL181W	INH1	chrIV	+	134988	135540	
anti026		chrIV	-	135560	134815	
YDL180W		chrIV	+	135716	137660	
YDL179W	PCL9	chrIV	+	138180	139228	
CUT476		chrIV	-	139348	138364	
YDL178W	"DLD2, AIP2"	chrIV	+	139500	141068	
YDL177C		chrIV	-	141800	141256	
YDL176W		chrIV	+	141940	144244	
YDL175C	AIR2	chrIV	-	145544	144272	
YDL174C	DLD1	chrIV	-	147703	145824	
YDL173W		chrIV	+	148148	149060	
YDL171C	GLT1	chrIV	-	155920	149432	
YDL170W	UGA3	chrIV	+	156284	158003	
YDL169C	UGX2	chrIV	-	158837	157886	
YDL168W	"SFA1, ADH5"	chrIV	+	159524	160955	
YDL167C	NRP1	chrIV	-	163216	160824	
CUT051		chrIV	+	163432	163752	
YDL166C	FAP7	chrIV	-	164104	163368	
YDL165W	"CDC36, NOT2, DNA19"	chrIV	+	164228	164900	
YDL164C	"CDC9, MMS8"	chrIV	-	167304	164904	
YDL161W	ENT1	chrIV	+	167684	169180	
YDL160C-A		chrIV	-	169710	169188	
YDL159W-A	YDL159W-B	chrIV	+	172080	172491	
YDL160C	DHH1	chrIV	-	172224	169792	
YDL159W	STE7	chrIV	+	172436	174028	
YDL157C		chrIV	-	174640	174048	
YDL156W		chrIV	+	174804	176636	
YDL155W	CLB3	chrIV	+	176620	178124	
YDL154W	MSH5	chrIV	+	178232	181217	
YDL153C	"SAS10, UTP3"	chrIV	-	183064	181136	
YDL150W	"RPC53, C53, RPC4"	chrIV	+	183220	184628	
YDL149W	"ATG9, APG9, CVT7, AUT9"	chrIV	+	184612	187708	
YDL148C	"NOP14, UTP2"	chrIV	-	190632	187928	
YDL147W	"RPN5, NAS5"	chrIV	+	190868	192252	
YDL146W	LDB17	chrIV	+	192648	194403	
YDL145C	"COP1, SOO1, RET1, SEC33"	chrIV	-	198448	194392	
YDL144C		chrIV	-	199768	198672	
YDL143W	"CCT4, TCP4"	chrIV	+	199948	201484	
YDL142C	"CRD1, CLS1"	chrIV	-	202648	201768	
YDL141W	"BPL1, ACC2"	chrIV	+	202796	205172	
YDL140C	"RPO21, B220, SUA8, RPB220, RPB1"	chrIV	-	210663	205182	
YDL139C	SCM3	chrIV	-	212148	211197	
YDL138W	RGT2	chrIV	+	213164	215788	
Unit119		chrIV	+	216037	216157	
YDL137W	ARF2	chrIV	+	216501	217205	
anti027		chrIV	-	217169	214503	
YDL136W	"RPL35B, SOS2"	chrIV	+	217525	217605	
YDL135C	RDI1	chrIV	-	219377	218497	
YDL134C	"PPH21, PPH1"	chrIV	-	220873	219484	
Unit120		chrIV	+	220946	221621	
YDL133C-A	"RPL41B, RPL47B"	chrIV	-	221873	221505	
YDL133W		chrIV	+	222277	223837	
YDL132W	CDC53	chrIV	+	223989	226717	
YDL131W	LYS21	chrIV	+	227309	228789	
YDL130W-A	"STF1, AIS2"	chrIV	+	229069	229609	
YDL130W	"RPP1B, RPLA3, RPL44'"	chrIV	+	229869	230020	
YDL129W		chrIV	+	230893	232117	
YDL128W	"VCX1, MNR1, HUM1"	chrIV	+	232550	233997	
anti028		chrIV	-	233937	232896	
Unit075		chrIV	-	234437	233985	
YDL127W	"PCL2, CLN4"	chrIV	+	234861	235941	
YDL126C	CDC48	chrIV	-	238729	236129	
YDL125C	HNT1	chrIV	-	239809	239505	
YDL124W		chrIV	+	240205	241221	
YDL123W	SNA4	chrIV	+	241381	242365	
YDL122W	UBP1	chrIV	+	242349	244957	
YDL121C		chrIV	-	245625	245073	
YDL120W	YFH1	chrIV	+	245829	246501	
YDL118W		chrIV	+	247200	247860	
YDL119C		chrIV	-	247729	246521	
YDL117W	CYK3	chrIV	+	248197	251333	
YDL116W	NUP84	chrIV	+	251501	253637	
YDL115C	IWR1	chrIV	-	255177	253985	
YDL114W		chrIV	+	255502	256708	
YDL113C	"ATG20, CVT20, SNX42"	chrIV	-	258625	256641	
YDL112W	TRM3	chrIV	+	258837	263245	
YDL111C	RRP42	chrIV	-	264185	263273	
YDL110C	TMA17	chrIV	-	265041	264329	
YDL109C		chrIV	-	267433	265025	
YDL108W	KIN28	chrIV	+	267669	268677	
YDL107W	MSS2	chrIV	+	268845	270109	
YDL106C	"PHO2, GRF10, BAS2"	chrIV	-	271985	270233	
YDL105W	"NSE4, QRI2"	chrIV	+	272253	273621	
YDL104C	QRI7	chrIV	-	274921	273641	
YDL103C	"QRI1, UAP1"	chrIV	-	276657	275225	
YDL102W	"CDC2, TEX1, POL3, HPR6"	chrIV	+	276773	280221	
YDL101C	DUN1	chrIV	-	281905	280209	
YDL100C	"GET3, ARR4"	chrIV	-	283225	282009	
YDL099W	BUG1	chrIV	+	283349	284309	
YDL098C	SNU23	chrIV	-	285457	284457	
YDL097C	"RPN6, NAS4"	chrIV	-	286737	285441	
YDL095W	PMT1	chrIV	+	286981	289541	
YDL093W	PMT5	chrIV	+	289869	292293	
CUT482		chrIV	-	292573	292261	
YDL092W	SRP14	chrIV	+	292757	293229	
YDL091C	UBX3	chrIV	-	294861	293214	
YDL090C	"RAM1, STE16, SGP2, SCG2, FUS8, DPR1"	chrIV	-	296361	293441	
YDL089W		chrIV	+	296525	298197	
YDL088C	"ASM4, NUP59"	chrIV	-	300145	298689	
CUT053		chrIV	+	300161	300545	
YDL087C	"LUC7, EPE1, EXM2"	chrIV	-	301081	300129	
YDL086W		chrIV	+	301381	302389	
Unit121		chrIV	+	302242	302300	
YDL085C-A		chrIV	-	302772	302286	
YDL085W	"NDE2, NDH2"	chrIV	+	303109	305026	
CUT483		chrIV	-	304845	303837	
YDL084W	SUB2	chrIV	+	305061	306677	
YDL083C	RPS16B	chrIV	-	307825	307761	
YDL082W	RPL13A	chrIV	+	308357	308429	
YDL081C	"RPP1A, RPLA1"	chrIV	-	310209	309705	
CUT054		chrIV	+	310457	311153	
YDL080C	"THI3, KID1"	chrIV	-	312569	310529	
SUT043		chrIV	+	312881	314161	
YDL079C	MRK1	chrIV	-	314850	312773	
SUT044		chrIV	+	314921	316961	
YDL078C	MDH3	chrIV	-	316457	315545	
YDL077C	"VAM6, VPS39, VPL22, VPL18, CVT4"	chrIV	-	320201	317241	
anti030		chrIV	+	320356	321013	
YDL076C	RXT3	chrIV	-	321697	320641	
YDL075W	"RPL31A, RPL34"	chrIV	+	322181	322285	
SUT046		chrIV	+	323785	324457	
YDL074C	BRE1	chrIV	-	326233	324001	
YDL073W		chrIV	+	326429	329525	
Unit077		chrIV	-	329712	329603	
YDL072C	YET3	chrIV	-	330529	329818	
YDL070W	BDF2	chrIV	+	330948	333100	
YDL069C	CBS1	chrIV	-	334089	331056	
YDL067C	COX9	chrIV	-	334473	334081	
YDL066W	IDP1	chrIV	+	334797	336157	
YDL065C	"PEX19, PAS12"	chrIV	-	337313	336321	
YDL064W	UBC9	chrIV	+	337413	337524	
YDL063C		chrIV	-	340233	338337	
YDL061C	"RPS29B, YS29B"	chrIV	-	341281	340793	
YDL060W	TSR1	chrIV	+	341589	343733	
YDL059C	RAD59	chrIV	-	345081	344193	
YDL058W	"USO1, INT1"	chrIV	+	345589	350117	
YDL057W		chrIV	+	351381	352437	
CUT487		chrIV	-	352621	352269	
YDL056W	MBP1	chrIV	+	352701	355365	
YDL055C	"PSA1, SRB1, VIG9, MPG1"	chrIV	-	356921	355474	
YDL054C	MCH1	chrIV	-	361377	359761	
YDL053C	PBP4	chrIV	-	362457	361521	
YDL052C	SLC1	chrIV	-	363664	362633	
YDL051W	"LHP1, La protein, YLA1, LAH1"	chrIV	+	363901	364869	
anti-YDL049C		chrIV	+	365665	366019	
Unit078		chrIV	-	366041	365878	
YDL049C	KNH1	chrIV	-	366129	364113	
YDL048C	STP4	chrIV	-	368257	366665	
YDL047W	"SIT4, LGN4"	chrIV	+	369551	370839	
YDL046W	NPC2	chrIV	+	371144	371960	
SUT462		chrIV	-	371984	370935	
YDL045W-A	MRP10	chrIV	+	372200	372656	
YDL045C	FAD1	chrIV	-	373748	372596	
YDL044C	"MTF2, NAM1"	chrIV	-	375644	373732	
YDL043C	"PRP11, RNA11"	chrIV	-	376532	375628	
YDL042C	"SIR2, 1-Mar"	chrIV	-	378508	376788	
anti-YDL040C		chrIV	+	378692	378883	
YDL040C	"NAT1, AAA1"	chrIV	-	381484	378868	
SUT048		chrIV	+	381596	386508	
YDL039C	PRM7	chrIV	-	382435	381808	
YDL038C		chrIV	-	384183	382151	
YDL037C	BSC1	chrIV	-	385772	381971	
Unit123		chrIV	+	386270	387431	
Unit079		chrIV	-	386963	386512	
YDL036C	PUS9	chrIV	-	388908	387340	
YDL035C	GPR1	chrIV	-	392340	389092	
YDL033C	"SLM3, MTU1, MTO2"	chrIV	-	393940	392612	
YDL031W	DBP10	chrIV	+	394168	397288	
YDL030W	PRP9	chrIV	+	397456	399096	
YDL029W	"ARP2, ACT2"	chrIV	+	399480	400792	
YDL028C	"MPS1, RPK1"	chrIV	-	403436	400964	
YDL027C		chrIV	-	405004	403684	
anti-YDL025C-2		chrIV	+	405253	405371	
YDL025C		chrIV	-	407428	405188	
SUT049		chrIV	+	407604	408204	
YDL024C	DIA3	chrIV	-	409959	408273	
SUT463		chrIV	-	411568	411400	
YDL022W	"GPD1, OSR5, OSG1, HOR1, DAR1"	chrIV	+	411752	413072	
Unit126		chrIV	+	413430	413719	
YDL021W	GPM2	chrIV	+	413936	416528	
CUT491		chrIV	-	414800	413840	
YDL020C	"RPN4, UFD5, SON1"	chrIV	-	416940	415044	
CUT057		chrIV	+	417276	417636	
YDL019C	OSH2	chrIV	-	421772	419460	
CUT058		chrIV	+	421940	422532	
YDL018C	ERP3	chrIV	-	423612	422748	
YDL017W	"CDC7, SAS1, LSD6"	chrIV	+	424160	425136	
YDL015C	TSC13	chrIV	-	426988	425836	
YDL014W	"NOP1, LOT3"	chrIV	+	427208	428488	
CUT492		chrIV	-	428728	428464	
YDL013W	"HEX3, SLX5"	chrIV	+	428944	430952	
YDL012C		chrIV	-	431579	430924	
YDL010W		chrIV	+	432288	432992	
YDL008W	APC11	chrIV	+	433472	434024	
SUT464		chrIV	-	434072	433312	
YDL007C-A		chrIV	-	436926	436389	
YDL007W	"RPT2, YTA5, YHS4"	chrIV	+	438000	439376	
YDL006W	"PTC1, TPD1, KCS2, CWH47"	chrIV	+	439560	440784	
YDL005C	MED2	chrIV	-	442364	441196	
CUT060		chrIV	+	442628	442844	
YDL004W	ATP16	chrIV	+	442976	443568	
SUT465		chrIV	-	444200	443808	
YDL003W	"MCD1, SCC1, RHC21, PDS3"	chrIV	+	444560	446352	
anti-YDL003W		chrIV	-	446014	445721	
Unit080		chrIV	-	446659	446607	
YDL002C	"NHP10, HMO2"	chrIV	-	447700	446716	
YDL001W	RMD1	chrIV	+	447904	449104	
anti-YDR001C		chrIV	+	449998	450274	
Unit081		chrIV	-	452688	452503	
YDR001C	NTH1	chrIV	-	452716	450604	
YDR002W	"YRB1, SFO1, HTN1, CST20"	chrIV	+	452968	453832	
YDR003W	RCR2	chrIV	+	454040	455024	
YDR003W-A		chrIV	+	454680	455082	
YDR004W	RAD57	chrIV	+	455216	456744	
YDR005C	MAF1	chrIV	-	458244	458092	
SUT050		chrIV	+	460580	460724	
YDR006C	SOK1	chrIV	-	461348	458460	
